Run!	Lari!
Tom had to do some work.	Tom harus melakukan beberapa perkerjaan.
Tom has a decent salary.	Tom punya gaji yang lumayan.
Tom has another problem.	Tom punya permasalahan lain.
Tom has been good to me.	Tom selalu baik kepadaku.
Tom has been good to us.	Tom selalu baik kepada kami.
Tom has good intentions.	Tom memiliki niat yang baik.
Tom hid under the table.	Tom bersembunyi di bawah meja.
Tom is a friend of mine.	Tom adalah seorang kawanku.
Tom is a friend of mine.	Tom adalah seorang temanku.
Tom is in constant pain.	Tom merasakan sakit yang tidak ada henti-hentinya.
Tom just wanted to help.	Tom hanya ingin membantu.
Tom likes fried chicken.	Tom suka ayam goreng.
Tom put on his raincoat.	Tom memakai jas hujan.
Tom ran across the road.	Tom berlari sepanjang jalan.
Tom said he's no expert.	Tom berkata dia bukan ahlinya.
Tom says the same thing.	Tom mengatakan hal yang sama.
Tom says this is absurd.	Tom berkata ini tidak masuk akal.
Tom says this is normal.	Tom berkata ini normal.
Tom seemed uninterested.	Tom terlihat tidak tertarik.
Tom signed the document.	Tom menandatangani dokumennya.
Tom sleeps all the time.	Tom tidur sepanjang waktu.
Tom still has some time.	Tom masih ada waktu.
Tom still loves his job.	Tom masih menyukai pekerjaannya.
Tom still loves it here.	Tom masih betah disini.
Tom thinks the same way.	Tom juga berpikiran sama.
Tom thinks you're lying.	Tom berpikir kalau kau berbohong.
Tom used to be very shy.	Tom dulunya sangat pemalu.
Tom wanted to be famous.	Tom ingin terkenal.
Tom wants to be a pilot.	Tom ingin menjadi seorang pilot.
Tom was late for dinner.	Tom terlambat untuk makan malam.
Tom was shocked by this.	Tom syok karena ini.
Tom was shot and killed.	Tom tertembak dan terbunuh.
Tom was shot and killed.	Tom ditembak dan dibunuh.
Tom was shot and killed.	Tom ditembak dan terbunuh.
Tom wasn't a bit sleepy.	Tom tidak sedang mengantuk.
Tom will have no choice.	Tom tidak akan punya pilihan.
Tom will quit on Monday.	Tom akan berhenti hari senin.
Tom wore a white jacket.	Tom mengenakan jaket putih.
Tom worked all his life.	Tom bekerja sepanjang hidupnya.
Try to keep from crying.	Cobalah untuk tidak menangis.
Turn the flame down low.	Kecilkan apinya.
We are having a meeting.	Kami sedang rapat.
We didn't learn a thing.	Kita tidak mengambil hikmah sama sekali.
We didn't learn a thing.	Kami tidak mengambil hikmah sama sekali.
We didn't need to hurry.	Kita tidak perlu tergesa-gesa.
We felt the house shake.	Kami merasakan rumahnya berguncang.
We have only three left.	Kita mempunyai tiga lagi.
We have to do something.	Kita harus melakukan sesuatu.
We have to keep working.	Kita harus tetap bekerja.
We have to keep working.	Kita harus terus bekerja.
We have to stay healthy.	Kita harus tetap sehat.
We need to do something.	Kita perlu melakukan sesuatu.
We never work on Sunday.	Kami tidak pernah bekerja di hari Minggu.
We should wait for help.	Kita harus menunggu datangnya bantuan.
We solved both problems.	Kami menyelesaikan kedua permasalahan itu.
We take oil for granted.	Kita menyia-nyiakan minyak.
We use our feet to walk.	Kami menggunakan kaki kami untuk berjalan.
We're worried about you.	Kami mengkhawatirkanmu.
We've already done that.	Kita sudah melakukan itu.
We've already done that.	Kami sudah melakukan itu.
What I'm saying is true.	Apa yang aku katakan itu benar.
What are you doing here?	Apa yang sedang kamu lakukan di sini?
What are you looking at?	Apa yang sedang kamu lihat?
What color is your hair?	Apa warna rambutmu?
What did the doctor say?	Apa yang dokter katakan?
What did you talk about?	Kamu membicarakan tentang apa?
What do you want to eat?	Kamu mau makan apa?
What do you want to say?	Apa yang ingin kamu katakan?
What kind of play is it?	Permainan apa sih itu?
What made you come here?	Apa yang membuatmu datang ke sini?
What makes you say that?	Apa yang membuatmu mengatakan itu?
What should we focus on?	Kita harus fokus pada apa?
What should we focus on?	Kami harus fokus pada apa?
What sports do you like?	Olahraga apa yang kau sukai?
What time do you get up?	Anda bangun pada pukul berapa?
What we do is up to you.	Apa yang kita lakukan tergantung padamu.
What're you waiting for?	Kamu sedang menunggu apa?
What're you waiting for?	Apa yang sedang kamu tunggu?
What's happening to you?	Kamu kenapa?
What's your destination?	Tujuanmu ke mana?
When are you going home?	Kapan kamu pulang ke rumah?
When are you going home?	Kapan kamu akan pulang?
When are you going home?	Kapan Anda pulang ke rumah?
When will you come back?	Kapan kamu akan kembali?
When will you come home?	Kapan kamu pulang ke rumah?
When will you come home?	Kapan Anda pulang ke rumah?
Where are you all going?	Kalian semua mau pergi ke mana?
Where can I buy a brush?	Di mana saya bisa membeli sikat?
Where can I catch a bus?	Di mana saya bisa menaiki sebuah bus?
Where do you want to go?	Kau ingin pergi ke mana?
Where do you want to go?	Anda ingin pergi ke mana?
Where have you two been?	Ke mana saja kalian berdua?
Who are you waiting for?	Siapa yang sedang anda tunggu l
Who is the team's coach?	Siapa pelatih timnya?
Who told you I was sick?	Siapa yang memberitahumu aku sakit?
Who told you to do that?	Siapa yang menyuruhmu melakukan itu?
Who told you to go home?	Siapa yang menyuruh kamu pulang?
Who wants hot chocolate?	Siapa mau cokelat panas?
Why did you go to Tokyo?	Kenapa kau pergi ke Tokyo?
Why didn't you tell her?	Kenapa kamu tidak memberitahunya?
Why don't you get a job?	Mengapa kamu tidak memperoleh pekerjaan?
Why is he staring at me?	Kenapa dia menatapku?
Work as hard as you can.	Bekerjalah sekuat yang kamu bisa.
Would you like to dance?	Maukah kau berdansa?
Write your address here.	Tulis alamatmu di sini.
You are a good customer.	Anda seorang pelanggan yang baik.
You can keep the change.	Kau bisa menyimpan kembaliannya.
You can swim, can't you?	Kamu bisa berenang, kan?
You can't come tomorrow.	Kamu tidak bisa datang besok.
You don't have to hurry.	Kau tidak perlu tergesa-gesa.
You don't need to panic.	Kau tidak perlu panik.
You don't need to shout.	Kamu tidak perlu berteriak
You don't smoke, do you?	Anda tidak merokok, bukan?
You have a lot of nerve!	Kurang ajar sekali kamu!
You should have done so.	Seharusnya kamu melakukannya.
You should have seen it.	Kamu harusnya melihatnya.
You should not go alone.	Kau seharusnya tidak pergi seorang diri.
You should not go alone.	Kau tidak boleh pergi sendirian.
You should see a doctor.	Kau harus pergi ke dokter.
You should see a doctor.	Kamu harus pergi ke dokter.
You're absolutely right.	Kau memang benar.
You're completely right.	Kau memang benar.
You're taller than I am.	Kau lebih tinggi ketimbang aku.
You've dropped your pen.	Kau telah menjatuhkan penamu.
You've got to apologize.	Kamu harus minta maaf.
Your dress is very nice.	Gaunmu indah sekali.
Your jokes aren't funny.	Lelucon Anda tidak lucu.
Your wife is mad at you.	Istrimu marah padamu.
A glass of water, please.	Tolong segelas air putih.
A truck ran over our dog.	Sebuah truk menabrak anjing kami.
Always count your change.	Selalu hitung kembalianmu.
Are you buying into this?	Apa kau percaya akan hal ini?
Are you expecting anyone?	Apakah kamu sedang menunggu seseorang?
Are you fond of swimming?	Apakah kamu sangat menyukai berenang?
Are you off duty tonight?	Apa kau tidak bertugas malam ini?
Are you on the committee?	Apakah Anda anggota dari komite?
Can I pay by credit card?	Bisakah saya membayar dengan menggunakan kartu kredit?
Can you throw a fastball?	Apa kau bisa melempar bola cepat?
Cut the cloth diagonally.	Potong kainnya secara diagonal.
Do we need to discuss it?	Apa kita perlu mendiskusikannya?
Do you have a light beer?	Apa kalian punya bir ringan?
Do you have enough money?	Apakah kamu punya uang cukup?
Do you know who they are?	Tahukah anda siapa mereka itu?
Do you like French wines?	Apa kau suka minuman anggur Prancis?
Do you mean what you say?	Apa kau serius dengan apa yang kau katakan?
Do you plan to go abroad?	Apa kamu berencana pergi ke luar negeri?
Do you think I'm kidding?	Apa kamu pikir aku bercanda?
Do you want to try it on?	Anda mau mencobanya?
Does this sound familiar?	Apa ini terdengar tidak asing?
Don't be late for school.	Jangan terlambat datang ke sekolah.
Don't make fun of people.	Jangan mempermainkan orang lain.
Don't pick up that phone.	Jangan angkat telepon itu.
Don't scare me like that!	Jangan menakut-nakutiku seperti itu!
Don't smoke in this room.	Jangan merokok di ruangan ini.
Don't you ever come back.	Jangan pernah kau kembali.
Don't you have a bicycle?	Apakah kamu punya sepeda?
Don't you have a bicycle?	Apakah Anda punya sepeda?
Don't you have a bicycle?	Bukannya kamu punya sepeda?
Don't you have a bicycle?	Bukannya Anda punya sepeda?
Everybody makes mistakes.	Semua orang pernah melakukan kesalahan.
Everything has been good.	Semuanya selalu dalam keadaan baik.
Flour is made into bread.	Tepungnya dibuat menjadi roti.
Get everyone out of here.	Suruh semua orang keluar dari sini.
Give me a bottle of wine.	Berikan aku sebotol anggur.
Give me something to eat.	Berikan aku sesuatu untuk dimakan.
Give me the bill, please.	Tolong bonnya.
Have you eaten lunch yet?	Apakah kamu sudah makan?
Have you ever seen a UFO?	Apakah kamu pernah melihat UFO?
Have you ever seen a UFO?	Pernah melihat UFO?
Have you seen him before?	Apa kau pernah bertemu dengannya sebelumnya?
He disregarded my advice.	Dia tidak mengindahkan nasihatku.
He doesn't like fighting.	Dia tidak suka berkelahi.
He dressed up as a woman.	Dia berpakaian seperti wanita.
He is certain to succeed.	Dia pasti berhasil.
He is not coming, either.	Dia juga tidak datang.
He is painting a picture.	Dia sedang melukis sebuah gambar.
He made me his assistant.	Dia menjadikanku asistennya.
Hello, how are you doing?	Halo, apa kabar?
Hello, how are you doing?	Halo, bagaimana kabarmu?
Help yourself to a drink.	Silakan dinikmati minumannya.
His father calls him Tom.	Ayahnya memanggilnya Tom.
How are you feeling, Tom?	Bagaimana perasaanmu, Tom?
How do you get to school?	Kamu pergi ke sekolah dengan apa?
How is the weather today?	Bagaimana cuaca hari ini?
How much is the bus fare?	Berapa ongkos busnya?
I am pleased to meet you.	Senang bertemu denganmu.
I am pleased with myself.	Aku merasa senang dengan diriku sendiri.
I bought a pair of shoes.	Aku membeli sepasang sepatu.
I can end your suffering.	Aku bisa mengakhiri penderitaanmu.
I can sing it in English.	Aku bisa menyanyikannya dalam bahasa Inggris.
I can't eat another bite.	Aku tidak bisa makan lebih banyak lagi.
I can't stand it anymore.	Aku tidak tahan lagi.
I can't stand it anymore.	Aku sudah tak mampu menahannya lagi.
I can't stand it anymore.	Aku sudah tidak tahan lagi.
I can't take Tom's money.	Aku tidak bisa menerima uang Tom.
I can't take it any more.	Aku tidak tahan lagi.
I can't take it any more.	Aku sudah tak mampu menahannya lagi.
I can't take it any more.	Aku sudah tidak tahan lagi.
I didn't know about this.	Aku tidak tahu tentang hal ini.
I didn't mean to do that.	Aku tidak berniat melakukannya.
I don't care if it snows.	Aku tidak peduli meskipun turun salju.
I don't know for certain.	Aku tidak tahu pastinya.
I don't like all of them.	Aku tidak menyukai kesemuanya.
I don't like you anymore.	Aku sudah tidak menyukaimu lagi.
I don't love her anymore.	Aku tidak mencintainya lagi.
I don't want to go alone.	Aku tidak mau pergi sendirian.
I don't want you to quit.	Aku tidak ingin kau berhenti.
I felt sad for no reason.	Saya merasa sedih tanpa alasan.
I had a stroke last year.	Saya terserang strok tahun lalu.
I have caught a bad cold.	Aku terkena flu berat.
I have some French books.	Aku mempunyai beberapa buku berbahasa Prancis.
I haven't washed my hair.	Aku belum keramas.
I hope he'll wait for me.	Kuharap dia akan menungguku.
I hope you're having fun.	Aku harap kalian bersenang-senang.
I know what Tom would do.	Aku tahu apa yang akan Tom lakukan.
I like the way it sounds.	Aku suka dengan bunyinya.
I like the way you smile.	Aku suka cara kamu tersenyum.
I like to eat watermelon.	Aku suka makan semangka.
I must've made a mistake.	Saya pasti sudah membuat kesalahan.
I need to learn Japanese.	Saya perlu belajar bahasa Jepang.
I often go to the movies.	Aku sering pergi ke bioskop.
I ran into an old friend.	Aku berjumpa dengan kawan lamaku.
I read an exciting story.	Aku membaca sebuah cerita yang mendebarkan.
I saw Tom in the hallway.	Aku melihat Tom di lorong.
I saw her sweep the room.	Saya telah melihatnya menyapu kamar.
I stayed home for a week.	Aku tinggal di rumah selama seminggu.
I think it's a good idea.	Saya pikir itu ide yang bagus.
I thought I heard a thud.	Sepertinya aku mendengar suara benda yang jatuh.
I want something to read.	Aku ingin sesuatu untuk dibaca.
I want to feel important.	Aku ingin merasa penting.
I was at a movie theater.	Aku ada di bioskop.
I was caught in a shower.	Aku terjebak di tengah hujan.
I was caught in the rain.	Aku kehujanan.
I will be sixteen in May.	Usia saya akan menjadi 16 tahun bulan Mei ini.
I will not tolerate this.	Saya tidak akan membiarkan ini.
I would like to see that.	Saya ingin melihatnya.
I'd like to see a doctor.	Aku ingin pergi ke dokter.
I'll be at home tomorrow.	Aku ada di rumah besok.
I'll be glad to help him.	Dengan senang hati saya akan membantunya.
I'll call you back later.	Aku akan menelepon balik nanti.
I'll do better next time.	Aku akan melakukannya dengan lebih baik lain kali.
I'll fix you some coffee.	Aku akan membuatkanmu kopi.
I'll give you this money.	Aku akan memberimu uang ini.
I'll make you a new suit.	Aku akan membuatkanmu pakaian baru.
I'll never do this again.	Aku tidak akan pernah melakukannya lagi.
I'm Tom and this is Mary.	Saya Tom dan ini Mary.
I'm getting sick of this.	Aku mulai muak dengan hal ini.
I'm going to go clean up.	Aku mau bersih-bersih.
I'm going to go with you.	Aku akan pergi denganmu.
I'm in trouble, aren't I?	Aku dalam masalah, ya?
I'm not afraid of ghosts.	Aku tidak takut dengan hantu.
I'm not convinced at all.	Aku tidak terbujuk sama sekali.
I'm so happy you're back.	Aku senang sekali kamu kembali.
I'm sorry I let you down.	Aku minta maaf sudah mengecewakanmu.
I'm working in Tokyo now.	Aku bekerja di Tokyo sekarang.
I've already arranged it.	Saya sudah mengaturnya.
I've always liked soccer.	Aku selalu suka dengan sepak bola.
It is unfortunately true.	Sayang, benar.
It is unfortunately true.	Sayangnya itu benar.
It rained hard yesterday.	Kemarin hujan deras.
It turned out to be true.	Ternyata itu benar.
It turned out to be true.	Ternyata itu memang benar.
It was a foolish mistake.	Itu kesalahan yang bodoh.
It's a beautiful country.	Ini adalah negara yang sangat indah.
It's not about the money.	Ini bukan soal uang.
It's not good to overeat.	Terlalu banyak makan itu tidak baik.
Let me have a look at it.	Biarkan aku melihatnya.
Let's do it after school.	Mari kita melakukannya sepulang sekolah.
Let's do it another time.	Mari kita lakukan lain kali.
Let's go and take a look.	Ayo pergi dan lihat.
Let's hope Tom was right.	Semoga saja Tom benar.
Look out for rock slides.	Hati-hatilah terhadap longsoran batu.
Mary has not started yet.	Mary belum mulai.
Mary is a beautiful girl.	Mary adalah gadis yang cantik.
Mary is weaving a carpet.	Mary sedang menenun sebuah karpet.
Mary isn't my girlfriend.	Mary itu bukan pacarku.
May I ask a favor of you?	Bolehkah saya minta tolong?
May I eat this hamburger?	Bolehkah saya memakan hamburger ini?
May I turn off the light?	Bolehkah aku mematikan lampunya?
My car needs a brake job.	Rem mobilku perlu diservis.
My family is a large one.	Keluargaku keluarga besar.
My family is a large one.	Keluargaku adalah keluarga besar.
